# Based on LCT2 measurements with 12 ns pulse width (FWHM) + 20MHz bandwidth
# Used for simulation with 3, 5 and 7 ns FWHM pulses as well assuming that
# the final front-end would perform better than the one used for tests
# Configuration : MUSIC with R=7, C=31
# Produced by C. Alispach 12/03/2020
# Parameters :
# - Gain               :  5.88149e+04
# - Sigma electronics  :  2.80682e-04 V
# - SiPM gain smearing :  1.05337e-04 V (in Volts)
# - SiPM gain smearing :  0.1790991738488036 (in units of p.e.)
# - Optical crosstalk  :  0.08 (agreed upon common value)
# The unit in abscissa is in number of photo electron
# SiPM formula from Gentile 2010, see following paper
#  - http://adsabs.harvard.edu/abs/2010arXiv1006.3263G
# Note that the Prompt and Prompt x AP columns are the same
#
# From a communication with Konrad :
#
# "If you know from your single-p.e. amplitude distribution where your
# the "1 p.e." point in your terminology (_exactly_ 1 cell fired, no
# cross talk happened) is w.r.t. to the mean, conversion between the
# "mean" amplitude unit and the "1 p.e." amplitude unit is trivial.
# If you know (and I am just making up some numbers here) that the
# "1 p.e." peak is at 0.95 (times "mean") and corresponds to an
# ADC amplitude of 35 counts then an FADC_AMPLITUDE of 35/0.95 = 36.84
# would reproduce that"
#
# The values below have been already shifted accordingly to the previous comment by the C. Alispach.
# since the mean of the distribution is at 0.99999 (close to 1 pe)
# however, the maximum is not at 1pe, and this needs to be taken into account for correction on the
# "fadc_amplitude" and "discriminator_amplitude" parameters for simtel
#
# Ampl.                  Prompt                   (Prompt x AP)
#----------------------- ------------------------ -----------------------
3.388988996914337193e+00 1.743946626951734793e-03 1.743946626951734793e-03
3.399579587529694358e+00 1.693310637973625271e-03 1.693310637973625271e-03
3.410170178145051523e+00 1.647188630666856579e-03 1.647188630666856579e-03
3.420760768760408688e+00 1.605327362774964075e-03 1.605327362774964075e-03
3.431351359375765853e+00 1.567471282683889286e-03 1.567471282683889286e-03
3.441941949991123462e+00 1.533363955852063993e-03 1.533363955852063993e-03
3.452532540606481071e+00 1.502749402653905716e-03 1.502749402653905716e-03
3.463123131221838236e+00 1.475373345533746239e-03 1.475373345533746239e-03
3.473713721837195401e+00 1.450984364257831144e-03 1.450984364257831144e-03
3.484304312452552566e+00 1.429334958869572271e-03 1.429334958869572271e-03
3.494894903067910175e+00 1.410182520695057009e-03 1.410182520695057009e-03
3.505485493683267340e+00 1.393290212410717857e-03 1.393290212410717857e-03
3.516076084298624504e+00 1.378427758772746235e-03 1.378427758772746235e-03
3.526666674913981669e+00 1.365372150119554271e-03 1.365372150119554271e-03
3.537257265529338834e+00 1.353908261196166496e-03 1.353908261196166496e-03
3.547847856144696888e+00 1.343829388215883863e-03 1.343829388215883863e-03
3.558438446760054052e+00 1.334937707373474482e-03 1.334937707373474482e-03
3.569029037375411217e+00 1.327044658259699667e-03 1.327044658259699667e-03
3.579619627990768382e+00 1.319971255804008696e-03 1.319971255804008696e-03
3.590210218606125991e+00 1.313548334495539876e-03 1.313548334495539876e-03
3.600800809221483156e+00 1.307616728707684849e-03 1.307616728707684849e-03
3.611391399836840321e+00 1.302027392983538161e-03 1.302027392983538161e-03
3.621981990452197486e+00 1.296641466134127894e-03 1.296641466134127894e-03
3.632572581067554651e+00 1.291330282963574919e-03 1.291330282963574919e-03
3.643163171682912260e+00 1.285975337370469634e-03 1.285975337370469634e-03
3.653753762298269869e+00 1.280468200487637227e-03 1.280468200487637227e-03
3.664344352913627034e+00 1.274710397417655287e-03 1.274710397417655287e-03
3.674934943528984199e+00 1.268613246003309986e-03 1.268613246003309986e-03
3.685525534144341808e+00 1.262097660944379524e-03 1.262097660944379524e-03
3.696116124759698529e+00 1.255093926438266691e-03 1.255093926438266691e-03
3.706706715375056138e+00 1.247541440385026637e-03 1.247541440385026637e-03
3.717297305990413747e+00 1.239388433059905332e-03 1.239388433059905332e-03
3.727887896605770468e+00 1.230591663020697219e-03 1.230591663020697219e-03
3.738478487221128077e+00 1.221116092884941230e-03 1.221116092884941230e-03
3.749069077836484798e+00 1.210934547484428985e-03 1.210934547484428985e-03
3.759659668451842851e+00 1.200027356782750907e-03 1.200027356782750907e-03
3.770250259067200460e+00 1.188381985826316919e-03 1.188381985826316919e-03
3.780840849682557181e+00 1.175992653890703789e-03 1.175992653890703789e-03
3.791431440297914790e+00 1.162859944882457461e-03 1.162859944882457461e-03
3.802022030913271511e+00 1.148990410961361636e-03 1.148990410961361636e-03
3.812612621528629120e+00 1.134396171259253929e-03 1.134396171259253929e-03
3.823203212143986729e+00 1.119094507488331688e-03 1.119094507488331688e-03
3.833793802759343450e+00 1.103107458153603252e-03 1.103107458153603252e-03
3.844384393374701059e+00 1.086461413010195859e-03 1.086461413010195859e-03
3.854974983990057780e+00 1.069186709335668509e-03 1.069186709335668509e-03
3.865565574605415833e+00 1.051317231519347710e-03 1.051317231519347710e-03
3.876156165220773442e+00 1.032890015404462278e-03 1.032890015404462278e-03
3.886746755836130163e+00 1.013944858753269580e-03 1.013944858753269580e-03
3.897337346451487772e+00 9.945239391400348145e-04 9.945239391400348145e-04
3.907927937066844493e+00 9.746714405107445058e-04 9.746714405107445058e-04
3.918518527682202102e+00 9.544331895811770114e-04 9.544331895811770114e-04
3.929109118297559711e+00 9.338563031760952838e-04 9.338563031760952838e-04
3.939699708912916432e+00 9.129888475411746061e-04 9.129888475411746061e-04
3.950290299528274041e+00 8.918795105858130399e-04 8.918795105858130399e-04
3.960880890143631206e+00 8.705772879388396380e-04 8.705772879388396380e-04
3.971471480758988815e+00 8.491311836202427481e-04 8.491311836202427481e-04
3.982062071374346424e+00 8.275899260506571582e-04 8.275899260506571582e-04
3.992652661989703144e+00 8.060017000362820717e-04 8.060017000362820717e-04
4.003243252605060754e+00 7.844138952807095657e-04 7.844138952807095657e-04
4.013833843220417918e+00 7.628728718869958120e-04 7.628728718869958120e-04
4.024424433835775083e+00 7.414237432235847329e-04 7.414237432235847329e-04
4.035015024451133137e+00 7.201101764370399340e-04 7.201101764370399340e-04
4.045605615066489413e+00 6.989742108033587028e-04 6.989742108033587028e-04
4.056196205681847466e+00 6.780560940184720588e-04 6.780560940184720588e-04
4.066786796297203743e+00 6.573941364382266577e-04 6.573941364382266577e-04
4.077377386912561796e+00 6.370245831889411814e-04 6.370245831889411814e-04
4.087967977527918961e+00 6.169815039826052764e-04 6.169815039826052764e-04
4.098558568143276126e+00 5.972967003861334029e-04 5.972967003861334029e-04
4.109149158758633291e+00 5.779996302127639665e-04 5.779996302127639665e-04
4.119739749373991344e+00 5.591173486260689112e-04 5.591173486260689112e-04
4.130330339989348509e+00 5.406744654736849809e-04 5.406744654736849809e-04
4.140920930604705674e+00 5.226931182994120056e-04 5.226931182994120056e-04
4.151511521220062839e+00 5.051929604189956454e-04 5.051929604189956454e-04
4.162102111835420004e+00 4.881911633873057079e-04 4.881911633873057079e-04
4.172692702450778057e+00 4.717024331328903441e-04 4.717024331328903441e-04
4.183283293066134334e+00 4.557390389904044737e-04 4.557390389904044737e-04
4.193873883681492387e+00 4.403108548223363602e-04 4.403108548223363602e-04
4.204464474296848664e+00 4.254254113888996714e-04 4.254254113888996714e-04
4.215055064912206717e+00 4.110879590989370189e-04 4.110879590989370189e-04
4.225645655527563882e+00 3.973015402553406504e-04 3.973015402553406504e-04
4.236236246142921047e+00 3.840670698955136195e-04 3.840670698955136195e-04
4.246826836758279100e+00 3.713834243208894380e-04 3.713834243208894380e-04
4.257417427373635377e+00 3.592475364091406685e-04 3.592475364091406685e-04
4.268008017988993430e+00 3.476544968082150933e-04 3.476544968082150933e-04
4.278598608604350595e+00 3.365976601225717881e-04 3.365976601225717881e-04
4.289189199219707760e+00 3.260687552184103198e-04 3.260687552184103198e-04
4.299779789835064925e+00 3.160579987961311017e-04 3.160579987961311017e-04
4.310370380450422090e+00 3.065542114042059418e-04 3.065542114042059418e-04
4.320960971065779255e+00 2.975449350986613816e-04 2.975449350986613816e-04
4.331551561681137308e+00 2.890165519861510814e-04 2.890165519861510814e-04
4.342142152296494473e+00 2.809544029254887440e-04 2.809544029254887440e-04
4.352732742911851638e+00 2.733429057022580236e-04 2.733429057022580236e-04
4.363323333527208803e+00 2.661656720331024087e-04 2.661656720331024087e-04
4.373913924142565968e+00 2.594056228001754053e-04 2.594056228001754053e-04
4.384504514757924021e+00 2.530451009614876246e-04 2.530451009614876246e-04
4.395095105373280298e+00 2.470659816291369509e-04 2.470659816291369509e-04
4.405685695988638351e+00 2.414497788542173927e-04 2.414497788542173927e-04
4.416276286603994627e+00 2.361777487041910779e-04 2.361777487041910779e-04
4.426866877219352681e+00 2.312309882652789042e-04 2.312309882652789042e-04
4.437457467834709846e+00 2.265905302487057670e-04 2.265905302487057670e-04
4.448048058450067010e+00 2.222374329250188796e-04 2.222374329250188796e-04
4.458638649065425064e+00 2.181528651549924001e-04 2.181528651549924001e-04
4.469229239680782229e+00 2.143181863285241332e-04 2.143181863285241332e-04
4.479819830296139394e+00 2.107150210642131901e-04 2.107150210642131901e-04
4.490410420911496558e+00 2.073253285618154073e-04 2.073253285618154073e-04
4.501001011526853723e+00 2.041314665373143429e-04 2.041314665373143429e-04
4.511591602142210888e+00 2.011162497057955275e-04 2.011162497057955275e-04
4.522182192757568941e+00 1.982630028105993644e-04 1.982630028105993644e-04
4.532772783372925218e+00 1.955556082282238156e-04 1.955556082282238156e-04
4.543363373988283271e+00 1.929785482071619653e-04 1.929785482071619653e-04
4.553953964603640436e+00 1.905169418252271860e-04 1.905169418252271860e-04
4.564544555218997601e+00 1.881565767739461009e-04 1.881565767739461009e-04
4.575135145834355654e+00 1.858839361003272132e-04 1.858839361003272132e-04
4.585725736449711931e+00 1.836862200557358297e-04 1.836862200557358297e-04
4.596316327065069984e+00 1.815513632188158475e-04 1.815513632188158475e-04
4.606906917680426261e+00 1.794680470744385958e-04 1.794680470744385958e-04
4.617497508295784314e+00 1.774257082436002039e-04 1.774257082436002039e-04
4.628088098911141479e+00 1.754145425701492480e-04 1.754145425701492480e-04
4.638678689526498644e+00 1.734255052792568579e-04 1.734255052792568579e-04
4.649269280141855809e+00 1.714503074297805735e-04 1.714503074297805735e-04
4.659859870757212974e+00 1.694814088882047067e-04 1.694814088882047067e-04
4.670450461372571027e+00 1.675120080557693540e-04 1.675120080557693540e-04
4.681041051987928192e+00 1.655360285828548148e-04 1.655360285828548148e-04
4.691631642603285357e+00 1.635481033057470271e-04 1.635481033057470271e-04
4.702222233218642522e+00 1.615435556407088670e-04 1.615435556407088670e-04
4.712812823833999687e+00 1.595183786689073060e-04 1.595183786689073060e-04
4.723403414449356852e+00 1.574692121432982146e-04 1.574692121432982146e-04
4.733994005064714905e+00 1.553933176451689378e-04 1.553933176451689378e-04
4.744584595680071182e+00 1.532885521137441955e-04 1.532885521137441955e-04
4.755175186295429235e+00 1.511533399671924534e-04 1.511533399671924534e-04
4.765765776910786400e+00 1.489866440275992756e-04 1.489866440275992756e-04
4.776356367526143565e+00 1.467879354560704911e-04 1.467879354560704911e-04
4.786946958141501618e+00 1.445571628971968083e-04 1.445571628971968083e-04
4.797537548756857895e+00 1.422947210246818309e-04 1.422947210246818309e-04
4.808128139372215948e+00 1.400014186721109538e-04 1.400014186721109538e-04
4.818718729987572225e+00 1.376784467246532464e-04 1.376784467246532464e-04
4.829309320602930278e+00 1.353273459390058489e-04 1.353273459390058489e-04
4.839899911218287443e+00 1.329499748501751023e-04 1.329499748501751023e-04
4.850490501833644608e+00 1.305484779147620159e-04 1.305484779147620159e-04
4.861081092449001773e+00 1.281252540313553424e-04 1.281252540313553424e-04
4.871671683064359826e+00 1.256829255694570766e-04 1.256829255694570766e-04
4.882262273679716991e+00 1.232243080291149759e-04 1.232243080291149759e-04
4.892852864295074156e+00 1.207523804441475244e-04 1.207523804441475244e-04
4.903443454910431321e+00 1.182702566325762646e-04 1.182702566325762646e-04
4.914034045525788486e+00 1.157811573886097353e-04 1.157811573886097353e-04
4.924624636141146539e+00 1.132883837013473236e-04 1.132883837013473236e-04
4.935215226756502815e+00 1.107952910762574156e-04 1.107952910762574156e-04
4.945805817371860869e+00 1.083052650265062619e-04 1.083052650265062619e-04
4.956396407987217145e+00 1.058216977923731611e-04 1.058216977923731611e-04
4.966986998602575198e+00 1.033479663383063830e-04 1.033479663383063830e-04
4.977577589217932363e+00 1.008874116687038033e-04 1.008874116687038033e-04
4.988168179833289528e+00 9.844331949522256125e-05 9.844331949522256125e-05
4.998758770448647581e+00 9.601890228040375398e-05 9.601890228040375398e-05
5.009349361064003858e+00 9.361728267461352912e-05 9.361728267461352912e-05
5.019939951679361911e+00 9.124147835581204963e-05 9.124147835581204963e-05
5.030530542294719076e+00 8.889438827446075303e-05 8.889438827446075303e-05
5.041121132910076241e+00 8.657878029898621538e-05 8.657878029898621538e-05
5.051711723525433406e+00 8.429728025066528111e-05 8.429728025066528111e-05
5.062302314140790571e+00 8.205236231058342410e-05 8.205236231058342410e-05
5.072892904756147736e+00 7.984634077545822034e-05 7.984634077545822034e-05
5.083483495371505789e+00 7.768136313364174482e-05 7.768136313364174482e-05
5.094074085986862954e+00 7.555940442750991336e-05 7.555940442750991336e-05
5.104664676602220119e+00 7.348226286372800276e-05 7.348226286372800276e-05
5.115255267217577284e+00 7.145155662857715154e-05 7.145155662857715154e-05
5.125845857832934449e+00 6.946872186159772479e-05 6.946872186159772479e-05
5.136436448448292502e+00 6.753501173730924094e-05 6.753501173730924094e-05
5.147027039063648779e+00 6.565149660165496537e-05 6.565149660165496537e-05
5.157617629679006832e+00 6.381906510713023807e-05 6.381906510713023807e-05
5.168208220294363109e+00 6.203842628826151733e-05 6.203842628826151733e-05
5.178798810909721162e+00 6.031011251720713007e-05 6.031011251720713007e-05
5.189389401525078327e+00 5.863448327776120834e-05 5.863448327776120834e-05
5.199979992140435492e+00 5.701172969492006109e-05 5.701172969492006109e-05
5.210570582755793545e+00 5.544187975644264930e-05 5.544187975644264930e-05
5.221161173371149822e+00 5.392480416245534926e-05 5.392480416245534926e-05
5.231751763986507875e+00 5.246022273913329253e-05 5.246022273913329253e-05
5.242342354601865040e+00 5.104771135280291661e-05 5.104771135280291661e-05
5.252932945217222205e+00 4.968670926143983399e-05 4.968670926143983399e-05
5.263523535832579370e+00 4.837652684147369844e-05 4.837652684147369844e-05
5.274114126447937423e+00 4.711635362902984804e-05 4.711635362902984804e-05
5.284704717063293700e+00 4.590526661621743414e-05 4.590526661621743414e-05
5.295295307678651753e+00 4.474223874480198342e-05 4.474223874480198342e-05
5.305885898294008918e+00 4.362614754155257567e-05 4.362614754155257567e-05
5.316476488909366083e+00 4.255578384169692789e-05 4.255578384169692789e-05
5.327067079524724136e+00 4.152986054925977588e-05 4.152986054925977588e-05
5.337657670140080413e+00 4.054702138554070080e-05 4.054702138554070080e-05
5.348248260755438466e+00 3.960584957961867613e-05 3.960584957961867613e-05
5.358838851370794742e+00 3.870487645751110797e-05 3.870487645751110797e-05
5.369429441986152796e+00 3.784258988944780267e-05 3.784258988944780267e-05
5.380020032601509961e+00 3.701744255763140542e-05 3.701744255763140542e-05
5.390610623216867126e+00 3.622786000981224967e-05 3.622786000981224967e-05
5.401201213832225179e+00 3.547224846700099056e-05 3.547224846700099056e-05
5.411791804447581455e+00 3.474900235664893583e-05 3.474900235664893583e-05
5.422382395062939509e+00 3.405651154562586651e-05 3.405651154562586651e-05
5.432972985678296673e+00 3.339316825031323502e-05 3.339316825031323502e-05
5.443563576293653838e+00 3.275737360406836185e-05 3.275737360406836185e-05
5.454154166909011003e+00 3.214754386521408364e-05 3.214754386521408364e-05
5.464744757524368168e+00 3.156211625153431213e-05 3.156211625153431213e-05
5.475335348139725333e+00 3.099955439000453796e-05 3.099955439000453796e-05
5.485925938755083386e+00 3.045835337314932068e-05 3.045835337314932068e-05
5.496516529370439663e+00 2.993704441597742829e-05 2.993704441597742829e-05
5.507107119985797716e+00 2.943419910989878858e-05 2.943419910989878858e-05
5.517697710601154881e+00 2.894843327236462915e-05 2.894843327236462915e-05
5.528288301216512046e+00 2.847841039318214242e-05 2.847841039318214242e-05
5.538878891831870099e+00 2.802284468054465648e-05 2.802284468054465648e-05
5.549469482447226376e+00 2.758050371176662332e-05 2.758050371176662332e-05
5.560060073062584429e+00 2.715021069553124217e-05 2.715021069553124217e-05
5.570650663677940706e+00 2.673084635413694422e-05 2.673084635413694422e-05
5.581241254293298759e+00 2.632135043576614721e-05 2.632135043576614721e-05
5.591831844908655924e+00 2.592072286820088764e-05 2.592072286820088764e-05
5.602422435524013089e+00 2.552802456666742613e-05 2.552802456666742613e-05
5.613013026139371142e+00 2.514237790961486741e-05 2.514237790961486741e-05
5.623603616754728307e+00 2.476296689721828082e-05 2.476296689721828082e-05
5.634194207370085472e+00 2.438903700824711018e-05 2.438903700824711018e-05
5.644784797985442637e+00 2.401989477166434570e-05 2.401989477166434570e-05
5.655375388600799802e+00 2.365490706991484683e-05 2.365490706991484683e-05
5.665965979216156967e+00 2.329350019133567259e-05 2.329350019133567259e-05
5.676556569831515020e+00 2.293515864947784564e-05 2.293515864947784564e-05
5.687147160446871297e+00 2.257942378737113359e-05 2.257942378737113359e-05
5.697737751062229350e+00 2.222589218490122920e-05 2.222589218490122920e-05
5.708328341677586515e+00 2.187421388750349058e-05 2.187421388750349058e-05
5.718918932292943680e+00 2.152409047431641620e-05 2.152409047431641620e-05
5.729509522908301733e+00 2.117527298378803316e-05 2.117527298378803316e-05
5.740100113523658010e+00 2.082755971449503702e-05 2.082755971449503702e-05
5.750690704139016063e+00 2.048079391862048194e-05 2.048079391862048194e-05
5.761281294754372340e+00 2.013486140515602748e-05 2.013486140515602748e-05
5.771871885369730393e+00 1.978968806944205659e-05 1.978968806944205659e-05
5.782462475985087558e+00 1.944523736515400890e-05 1.944523736515400890e-05
5.793053066600444723e+00 1.910150773427911206e-05 1.910150773427911206e-05
5.803643657215801888e+00 1.875853001001958877e-05 1.875853001001958877e-05
5.814234247831159053e+00 1.841636480690681145e-05 1.841636480690681145e-05
5.824824838446517106e+00 1.807509991172238120e-05 1.807509991172238120e-05
5.835415429061874271e+00 1.773484768810516189e-05 1.773484768810516189e-05
5.846006019677231436e+00 1.739574250697677974e-05 1.739574250697677974e-05
5.856596610292588601e+00 1.705793821415580632e-05 1.705793821415580632e-05
5.867187200907945765e+00 1.672160564574825213e-05 1.672160564574825213e-05
5.877777791523302930e+00 1.638693020111109635e-05 1.638693020111109635e-05
5.888368382138660984e+00 1.605410948238792038e-05 1.605410948238792038e-05
5.898958972754017260e+00 1.572335100881382019e-05 1.572335100881382019e-05
5.909549563369375313e+00 1.539487001318839298e-05 1.539487001318839298e-05
5.920140153984732478e+00 1.506888732712209485e-05 1.506888732712209485e-05
5.930730744600089643e+00 1.474562736087522479e-05 1.474562736087522479e-05
5.941321335215447696e+00 1.442531618283693655e-05 1.442531618283693655e-05
5.951911925830803973e+00 1.410817970293416991e-05 1.410817970293416991e-05
5.962502516446162026e+00 1.379444196351980663e-05 1.379444196351980663e-05
5.973093107061518303e+00 1.348432354057206155e-05 1.348432354057206155e-05
5.983683697676876356e+00 1.317804005733968288e-05 1.317804005733968288e-05
5.994274288292233521e+00 1.287580081189852674e-05 1.287580081189852674e-05
6.004864878907590686e+00 1.257780751944006066e-05 1.257780751944006066e-05
6.015455469522947851e+00 1.228425316949868230e-05 1.228425316949868230e-05
6.026046060138305904e+00 1.199532099774026274e-05 1.199532099774026274e-05
6.036636650753663069e+00 1.171118357138089675e-05 1.171118357138089675e-05
6.047227241369020234e+00 1.143200198678570034e-05 1.143200198678570034e-05
6.057817831984377399e+00 1.115792517731024751e-05 1.115792517731024751e-05
6.068408422599734564e+00 1.088908932899554397e-05 1.088908932899554397e-05
6.078999013215092617e+00 1.062561740130952985e-05 1.062561740130952985e-05
6.089589603830448894e+00 1.036761874974571065e-05 1.036761874974571065e-05
6.100180194445806947e+00 1.011518884674228264e-05 1.011518884674228264e-05
6.110770785061163224e+00 9.868409097073238388e-06 9.868409097073238388e-06
6.121361375676521277e+00 9.627346743584919419e-06 9.627346743584919419e-06
6.131951966291878442e+00 9.392054858909985895e-06 9.392054858909985895e-06
6.142542556907235607e+00 9.162572418581138987e-06 9.162572418581138987e-06
6.153133147522593660e+00 8.938924450792631036e-06 8.938924450792631036e-06
6.163723738137949937e+00 8.721122257914998849e-06 8.721122257914998849e-06
6.174314328753307990e+00 8.509163704757363749e-06 8.509163704757363749e-06
6.184904919368665155e+00 8.303033568492706958e-06 8.303033568492706958e-06
6.195495509984022320e+00 8.102703945110407104e-06 8.102703945110407104e-06
6.206086100599379485e+00 7.908134707239242281e-06 7.908134707239242281e-06
6.216676691214736650e+00 7.719274008189539387e-06 7.719274008189539387e-06
6.227267281830093815e+00 7.536058827093941438e-06 7.536058827093941438e-06
6.237857872445451868e+00 7.358415550082770797e-06 7.358415550082770797e-06
6.248448463060809033e+00 7.186260582507840797e-06 7.186260582507840797e-06
6.259039053676166198e+00 7.019500987329101698e-06 7.019500987329101698e-06
6.269629644291523363e+00 6.858035144898307907e-06 6.858035144898307907e-06
6.280220234906880528e+00 6.701753429511561616e-06 6.701753429511561616e-06
6.290810825522238581e+00 6.550538898258028759e-06 6.550538898258028759e-06
6.301401416137594858e+00 6.404267987861147748e-06 6.404267987861147748e-06
6.311992006752952911e+00 6.262811215392168753e-06 6.262811215392168753e-06
6.322582597368309187e+00 6.126033878930868618e-06 6.126033878930868618e-06
6.333173187983667241e+00 5.993796754452880546e-06 5.993796754452880546e-06
6.343763778599024405e+00 5.865956785437459142e-06 5.865956785437459142e-06
6.354354369214381570e+00 5.742367761909756279e-06 5.742367761909756279e-06
6.364944959829739624e+00 5.622880985858323832e-06 5.622880985858323832e-06
6.375535550445095900e+00 5.507345920199218240e-06 5.507345920199218240e-06
6.386126141060453953e+00 5.395610818690861798e-06 5.395610818690861798e-06
6.396716731675811118e+00 5.287523334439022185e-06 5.287523334439022185e-06
6.407307322291168283e+00 5.182931104865396758e-06 5.182931104865396758e-06
6.417897912906525448e+00 5.081682311247213215e-06 5.081682311247213215e-06
6.428488503521883501e+00 4.983626211166421141e-06 4.983626211166421141e-06
6.439079094137239778e+00 4.888613642434697542e-06 4.888613642434697542e-06
6.449669684752597831e+00 4.796497497284146806e-06 4.796497497284146806e-06
6.460260275367954996e+00 4.707133165831645036e-06 4.707133165831645036e-06
6.470850865983312161e+00 4.620378948036407303e-06 4.620378948036407303e-06
6.481441456598670214e+00 4.536096433575600973e-06 4.536096433575600973e-06
6.492032047214026491e+00 4.454150849259626994e-06 4.454150849259626994e-06
6.502622637829384544e+00 4.374411373797777622e-06 4.374411373797777622e-06
6.513213228444740821e+00 4.296751419904819385e-06 4.296751419904819385e-06
6.523803819060098874e+00 4.221048883909532424e-06 4.221048883909532424e-06
6.534394409675456039e+00 4.147186363187255747e-06 4.147186363187255747e-06
6.544985000290813204e+00 4.075051341888948107e-06 4.075051341888948107e-06
6.555575590906170369e+00 4.004536345579752938e-06 4.004536345579752938e-06
6.566166181521527534e+00 3.935539065529937261e-06 3.935539065529937261e-06
6.576756772136885587e+00 3.867962453519961470e-06 3.867962453519961470e-06
6.587347362752242752e+00 3.801714788130171836e-06 3.801714788130171836e-06
6.597937953367599917e+00 3.736709713583043825e-06 3.736709713583043825e-06
6.608528543982957082e+00 3.672866252293053914e-06 3.672866252293053914e-06
6.619119134598314247e+00 3.610108792355790350e-06 3.610108792355790350e-06
6.629709725213671412e+00 3.548367051273800646e-06 3.548367051273800646e-06
6.640300315829029465e+00 3.487576017272858962e-06 3.487576017272858962e-06
6.650890906444385742e+00 3.427675869608000086e-06 3.427675869608000086e-06
6.661481497059743795e+00 3.368611879295230607e-06 3.368611879295230607e-06
6.672072087675100960e+00 3.310334291731748241e-06 3.310334291731748241e-06
6.682662678290458125e+00 3.252798192685435383e-06 3.252798192685435383e-06
6.693253268905816178e+00 3.195963359144061399e-06 3.195963359144061399e-06
6.703843859521172455e+00 3.139794096515684843e-06 3.139794096515684843e-06
6.714434450136530508e+00 3.084259063665407167e-06 3.084259063665407167e-06
6.725025040751886785e+00 3.029331087259881733e-06 3.029331087259881733e-06
6.735615631367244838e+00 2.974986966870200402e-06 2.974986966870200402e-06
6.746206221982602003e+00 2.921207272257011178e-06 2.921207272257011178e-06
6.756796812597959168e+00 2.867976134228636998e-06 2.867976134228636998e-06
6.767387403213316333e+00 2.815281030424767937e-06 2.815281030424767937e-06
6.777977993828674386e+00 2.763112567335036913e-06 2.763112567335036913e-06
6.788568584444031551e+00 2.711464259814114123e-06 2.711464259814114123e-06
6.799159175059388716e+00 2.660332309303155591e-06 2.660332309303155591e-06
6.809749765674745881e+00 2.609715381912572517e-06 2.609715381912572517e-06
6.820340356290103045e+00 2.559614387462531884e-06 2.559614387462531884e-06
6.830930946905461099e+00 2.510032260517147737e-06 2.510032260517147737e-06
6.841521537520817375e+00 2.460973744385202072e-06 2.460973744385202072e-06
6.852112128136175428e+00 2.412445178995721704e-06 2.412445178995721704e-06
6.862702718751531705e+00 2.364454293490913703e-06 2.364454293490913703e-06
6.873293309366889758e+00 2.317010004312026061e-06 2.317010004312026061e-06
6.883883899982246923e+00 2.270122219486669031e-06 2.270122219486669031e-06
6.894474490597604088e+00 2.223801649758507993e-06 2.223801649758507993e-06
6.905065081212962141e+00 2.178059627133312537e-06 2.178059627133312537e-06
6.915655671828318418e+00 2.132907931348506218e-06 2.132907931348506218e-06
6.926246262443676471e+00 2.088358624707740105e-06 2.088358624707740105e-06
6.936836853059033636e+00 2.044423895657390985e-06 2.044423895657390985e-06
6.947427443674390801e+00 2.001115911418558371e-06 2.001115911418558371e-06
6.958018034289747966e+00 1.958446679926710148e-06 1.958446679926710148e-06
6.968608624905105131e+00 1.916427921271438846e-06 1.916427921271438846e-06
6.979199215520462296e+00 1.875070948771097627e-06 1.875070948771097627e-06
6.989789806135820349e+00 1.834386559761912927e-06 1.834386559761912927e-06
7.000380396751177514e+00 1.794384936128225240e-06 1.794384936128225240e-06
7.010970987366534679e+00 1.755075554550089648e-06 1.755075554550089648e-06
7.021561577981891844e+00 1.716467106397094235e-06 1.716467106397094235e-06
7.032152168597249009e+00 1.678567427152134329e-06 1.678567427152134329e-06
7.042742759212607062e+00 1.641383435207171783e-06 1.641383435207171783e-06
7.053333349827963339e+00 1.604921079833835536e-06 1.604921079833835536e-06
7.063923940443321392e+00 1.569185298095772508e-06 1.569185298095772508e-06
7.074514531058677669e+00 1.534179980436679231e-06 1.534179980436679231e-06
7.085105121674035722e+00 1.499907944647822916e-06 1.499907944647822916e-06
7.095695712289393775e+00 1.466370917892157263e-06 1.466370917892157263e-06
7.106286302904750052e+00 1.433569526437878678e-06 1.433569526437878678e-06
7.116876893520108105e+00 1.401503292733545912e-06 1.401503292733545912e-06
7.127467484135464382e+00 1.370170639438795818e-06 1.370170639438795818e-06
7.138058074750822435e+00 1.339568900009355377e-06 1.339568900009355377e-06
7.148648665366179600e+00 1.309694335422911506e-06 1.309694335422911506e-06
7.159239255981536765e+00 1.280542156622568888e-06 1.280542156622568888e-06
7.169829846596893930e+00 1.252106552247707896e-06 1.252106552247707896e-06
7.180420437212251983e+00 1.224380721217566690e-06 1.224380721217566690e-06
7.191011027827608260e+00 1.197356909730754415e-06 1.197356909730754415e-06
7.201601618442966313e+00 1.171026452244236992e-06 1.171026452244236992e-06
7.212192209058323478e+00 1.145379815997822832e-06 1.145379815997822832e-06
7.222782799673680643e+00 1.120406648654548603e-06 1.120406648654548603e-06
7.233373390289038696e+00 1.096095828634101657e-06 1.096095828634101657e-06
7.243963980904394973e+00 1.072435517724471386e-06 1.072435517724471386e-06
7.254554571519753026e+00 1.049413215567150432e-06 1.049413215567150432e-06
7.265145162135109302e+00 1.027015815622685425e-06 1.027015815622685425e-06
